order_id,customer_id,order_date,order_status,order_total,payment_type,shipping_cost,promo_code
26084,3843,2024-08-20 16:07:13,Delivered,6594.48,Wallet,73.26,FREESHIP
26085,5148,2023-02-07 05:05:00,Delivered,3841.95,Credit Card,73.25,
26086,11925,2025-08-27 07:12:19,Delivered,4116.84,NetBanking,106.4,
26087,14752,2024-08-06 19:42:52,Delivered,12956.8,Debit Card,90.79,DISC10
26088,2730,2025-03-22 19:41:17,Processing,14422.97,Wallet,139.31,DISC10
26089,3141,2024-01-14 11:08:13,Delivered,2632.02,Debit Card,145.72,
26090,12069,2023-02-16 08:57:35,Cancelled,6898.29,NetBanking,122.37,DISC10
26091,13625,2024-07-17 19:22:40,Delivered,18672.88,UPI,81.39,WELCOME5
26092,382,2023-09-18 12:16:56,Delivered,15651.7,Wallet,115.73,DISC10
26093,5051,2023-06-17 15:46:44,Delivered,13297.13,Credit Card,64.5,BULK20
26094,13488,2024-01-10 10:02:51,Shipped,13665.4,Credit Card,83.45,
26095,749,2025-01-05 13:48:59,Delivered,14665.12,Wallet,1.74,
26096,4401,2023-08-06 13:41:32,Delivered,18426.65,NetBanking,95.78,
26097,12192,2023-06-20 14:56:15,Delivered,7692.89,Credit Card,102.97,
26098,10246,2024-04-06 16:45:34,Delivered,10633.92,UPI,139.46,
26099,9926,2023-12-12 08:18:51,Delivered,5153.6,NetBanking,109.96,
26100,14995,2023-04-27 09:48:23,Delivered,7603.77,Credit Card,103.42,
26101,9254,2024-04-22 19:40:43,Delivered,24570.49,UPI,47.18,
26102,7224,2023-11-02 10:39:35,Delivered,8883.81,Wallet,134.88,
26103,7931,2023-10-03 19:10:20,Delivered,3568.19,Debit Card,126.37,
26104,6397,2024-05-27 00:38:19,Delivered,17063.66,NetBanking,37.14,DISC10
26105,2060,2024-08-23 18:36:00,Cancelled,7779.47,NetBanking,113.67,BULK20
26106,11461,2024-11-25 18:34:34,Delivered,14236.5,NetBanking,24.22,
26107,12829,2025-05-09 04:14:43,Processing,12247.1,Debit Card,37.55,
26108,962,2023-01-09 07:41:33,Delivered,4160.05,Debit Card,18.75,
26109,9260,2025-02-07 17:06:50,Delivered,7413.19,Wallet,106.06,
26110,8241,2025-08-05 22:17:05,Processing,18284.73,NetBanking,16.96,
26111,6557,2024-06-17 11:49:46,Delivered,19455.47,NetBanking,59.16,WELCOME5
26112,10115,2023-10-16 16:50:19,Shipped,5395.53,NetBanking,76.32,WELCOME5
26113,8734,2023-12-31 01:25:41,Delivered,164.51,NetBanking,46.87,FREESHIP
26114,12957,2023-10-27 11:22:02,Delivered,9878.9,Debit Card,78.28,
26115,4422,2023-07-05 14:52:28,Delivered,831.54,Debit Card,97.31,WELCOME5
26116,8522,2024-04-01 18:12:17,Delivered,9280.11,NetBanking,82.97,
26117,11252,2023-10-25 20:10:05,Delivered,5990.16,Wallet,123.36,
26118,6929,2024-07-31 01:03:25,Shipped,29069.22,UPI,25.51,BULK20
26119,5637,2024-02-03 05:30:02,Returned,3433.39,NetBanking,73.23,WELCOME5
26120,2275,2023-11-29 01:51:08,Delivered,7588.84,NetBanking,85.38,
26121,6229,2025-07-01 19:37:40,Delivered,2062.63,UPI,47.55,FREESHIP
26122,13211,2025-06-11 10:41:26,Delivered,14317.05,NetBanking,116.89,
26123,9454,2025-07-29 15:03:31,Delivered,21951.7,Wallet,9.41,WELCOME5
26124,2657,2025-03-14 04:58:19,Delivered,3550.46,NetBanking,95.33,FREESHIP
26125,6807,2024-12-27 07:35:18,Delivered,4391.01,Credit Card,115.73,WELCOME5
26126,4283,2024-02-29 14:07:02,Delivered,3964.26,NetBanking,30.04,WELCOME5
26127,8429,2023-12-05 17:17:41,Delivered,10519.42,Wallet,92.25,BULK20
26128,2022,2023-10-24 05:01:23,Shipped,3837.84,Credit Card,27.63,BULK20
26129,14776,2024-06-16 09:58:59,Delivered,4883.19,Debit Card,14.13,DISC10
26130,5778,2023-08-31 18:20:50,Processing,16824.69,Credit Card,104.59,DISC10
26131,2835,2024-07-31 14:07:20,Delivered,10291.99,Credit Card,87.47,BULK20
26132,7236,2025-07-22 16:01:21,Delivered,8678.67,Credit Card,44.26,WELCOME5
26133,1844,2023-07-09 07:52:21,Delivered,4361.5,UPI,131.92,BULK20
26134,3834,2023-01-14 23:56:48,Delivered,3538.9,UPI,107.22,
26135,6055,2023-01-05 11:00:03,Delivered,5179.53,UPI,42.43,WELCOME5
26136,5167,2024-12-01 20:27:53,Delivered,5660.83,Debit Card,140.62,BULK20
26137,14737,2023-10-05 13:04:24,Delivered,26628.39,Debit Card,109.9,DISC10
26138,4084,2024-02-09 23:34:32,Returned,13194.32,Wallet,103.02,
26139,616,2023-10-25 11:22:32,Delivered,3082.69,UPI,62.38,
26140,10380,2023-11-23 04:05:43,Delivered,3808.76,Credit Card,146.18,
26141,2021,2023-10-14 02:32:24,Shipped,1141.4,NetBanking,134.47,
26142,5531,2024-05-28 00:27:59,Delivered,2700.49,UPI,99.59,
26143,5895,2023-12-30 12:23:39,Processing,419.34,Debit Card,58.75,
26144,4777,2024-02-15 05:30:09,Delivered,9658.01,UPI,132.8,FREESHIP
26145,8712,2023-12-08 01:53:19,Delivered,16055.6,Wallet,29.68,WELCOME5
26146,6765,2024-03-20 05:49:56,Shipped,3862.1,NetBanking,110.97,
26147,6526,2024-03-16 00:15:27,Delivered,11534.27,UPI,38.34,
26148,1858,2024-01-14 18:38:05,Delivered,810.2,Credit Card,32.62,
26149,3433,2024-01-23 12:26:26,Delivered,14673.62,UPI,52.94,
26150,9246,2023-12-17 18:05:18,Cancelled,16622.72,Debit Card,131.87,
26151,13232,2024-04-08 22:08:16,Delivered,22410.06,Credit Card,8.02,DISC10
26152,14196,2024-05-02 04:09:31,Delivered,25027.63,NetBanking,133.96,WELCOME5
26153,8272,2023-06-11 14:28:51,Delivered,9281.57,Wallet,24.94,
26154,8399,2025-02-04 11:28:07,Delivered,12641.56,Credit Card,43.74,BULK20
26155,7647,2024-02-25 07:11:23,Shipped,9684.67,NetBanking,43.12,
26156,8901,2024-03-08 09:30:25,Delivered,13696.33,Wallet,17.03,
26157,14111,2024-06-02 18:33:52,Cancelled,17021.69,Wallet,42.78,FREESHIP
26158,13314,2023-08-25 22:52:13,Delivered,12540.76,Credit Card,21.08,FREESHIP
26159,4269,2023-03-26 01:11:18,Delivered,7901.27,Wallet,24.32,BULK20
26160,1814,2025-07-12 23:02:57,Delivered,2362.6,Debit Card,71.2,
26161,12547,2024-12-21 05:50:08,Delivered,21678.45,Wallet,29.39,
26162,13347,2025-03-03 05:02:06,Delivered,7249.13,Debit Card,63.03,
26163,5949,2024-03-02 07:17:16,Delivered,6009.09,NetBanking,146.31,
26164,1692,2023-09-20 08:18:13,Shipped,16837.99,UPI,137.25,DISC10
26165,13666,2023-12-01 23:40:08,Delivered,7181.28,NetBanking,128.97,FREESHIP
26166,11301,2024-10-23 14:07:13,Delivered,2230.41,NetBanking,120.04,
26167,10408,2023-01-02 13:22:05,Delivered,5793.47,UPI,66.78,DISC10
26168,7059,2023-12-12 20:33:26,Delivered,7006.7,Debit Card,40.09,
26169,4080,2024-05-07 18:01:12,Delivered,3958.01,Debit Card,75.01,
26170,13778,2023-04-01 07:40:30,Delivered,15520.92,NetBanking,22.21,
26171,7395,2023-04-07 04:16:45,Delivered,14045.28,Debit Card,11.65,FREESHIP
26172,7746,2023-04-24 18:18:10,Cancelled,5405.1,NetBanking,64.88,
26173,1465,2025-03-24 17:35:07,Delivered,2166.07,Wallet,59.08,FREESHIP
26174,7517,2023-05-19 23:55:00,Delivered,9246.92,Wallet,103.22,
26175,3479,2025-03-20 01:16:34,Delivered,16628.0,Wallet,147.92,
26176,9310,2023-01-07 00:35:52,Delivered,9184.93,Credit Card,116.08,BULK20
26177,7612,2023-07-14 04:53:38,Shipped,11377.18,Credit Card,107.57,
26178,570,2024-09-23 18:21:48,Processing,826.74,NetBanking,30.52,DISC10
26179,7029,2024-09-26 23:34:29,Delivered,2269.98,Debit Card,76.28,DISC10
26180,5922,2024-02-12 14:30:48,Delivered,6114.09,UPI,18.5,
26181,8267,2025-02-12 06:04:19,Delivered,2344.81,UPI,3.64,
26182,3748,2024-01-08 15:50:19,Delivered,9685.66,Debit Card,122.39,
26183,7854,2023-02-15 14:18:03,Delivered,688.09,UPI,75.5,WELCOME5
26184,12896,2024-11-26 00:16:33,Delivered,12936.39,Debit Card,79.97,
26185,7071,2023-03-11 20:59:41,Shipped,23199.34,Wallet,136.96,
26186,8516,2023-02-01 05:12:32,Processing,6640.71,NetBanking,134.23,
26187,13870,2024-10-30 11:46:57,Delivered,1335.36,Credit Card,54.25,DISC10
26188,14882,2023-01-27 11:25:22,Delivered,11799.63,Wallet,33.03,BULK20
26189,4402,2025-07-24 00:45:29,Delivered,8480.6,NetBanking,83.9,WELCOME5
26190,11010,2025-06-02 07:12:22,Delivered,10271.72,UPI,52.44,FREESHIP
26191,3121,2023-11-01 13:08:03,Cancelled,7357.85,UPI,116.13,DISC10
26192,3710,2024-04-04 23:01:22,Delivered,11687.93,Credit Card,78.45,
26193,3547,2023-09-04 13:49:14,Delivered,3337.14,NetBanking,112.1,BULK20
26194,4851,2024-04-15 14:55:26,Delivered,4788.49,NetBanking,122.34,
26195,9850,2024-03-29 12:12:54,Delivered,4258.33,Wallet,117.76,WELCOME5
26196,2318,2023-04-07 18:16:22,Delivered,16402.7,Credit Card,115.95,FREESHIP
26197,5189,2024-06-09 03:53:07,Delivered,3547.64,Credit Card,89.95,
26198,6691,2023-07-19 17:28:35,Delivered,14353.28,NetBanking,138.85,FREESHIP
26199,10499,2025-07-24 01:40:26,Cancelled,19045.42,NetBanking,45.8,
26200,14460,2025-07-16 19:49:28,Delivered,10696.82,UPI,31.93,
26201,14406,2024-11-11 09:24:27,Delivered,9343.88,Credit Card,99.55,DISC10
26202,6256,2023-10-16 14:30:27,Returned,5840.75,NetBanking,44.95,
26203,9201,2025-02-18 03:49:16,Delivered,8509.19,UPI,92.17,FREESHIP
26204,5172,2023-03-05 23:13:26,Delivered,28533.26,NetBanking,101.41,
26205,9142,2023-12-21 03:14:23,Delivered,14380.34,NetBanking,35.82,DISC10
26206,3077,2024-03-12 08:48:18,Delivered,21610.14,UPI,29.66,FREESHIP
26207,10859,2023-01-04 16:35:29,Returned,2143.15,Credit Card,77.53,BULK20
26208,14232,2025-04-02 19:59:17,Delivered,5147.95,Credit Card,131.05,
26209,12630,2025-05-07 22:51:55,Delivered,14842.46,Credit Card,100.9,FREESHIP
26210,5022,2024-07-22 19:36:23,Delivered,13960.17,Debit Card,36.43,FREESHIP
26211,6779,2024-10-28 14:50:56,Cancelled,5418.21,Credit Card,110.9,BULK20
26212,4748,2024-12-24 04:24:27,Delivered,11745.37,Debit Card,17.47,
26213,7134,2023-03-02 18:13:44,Delivered,3987.59,UPI,117.79,
26214,14144,2024-06-13 01:57:05,Delivered,5409.82,Wallet,82.08,FREESHIP
26215,772,2023-07-16 21:59:10,Delivered,5290.4,UPI,61.93,
26216,3731,2023-09-27 22:57:48,Delivered,528.52,Debit Card,126.52,BULK20
26217,3396,2024-12-02 22:21:50,Delivered,3702.15,Wallet,117.65,
26218,14386,2025-08-11 12:58:25,Delivered,17087.86,Credit Card,50.25,DISC10
26219,6781,2024-04-16 03:51:04,Cancelled,11073.24,Debit Card,34.85,DISC10
26220,5798,2023-11-23 11:55:11,Delivered,9874.37,Debit Card,99.69,
26221,7746,2025-07-23 00:23:09,Cancelled,5768.62,Credit Card,68.08,DISC10
26222,5240,2025-02-22 02:38:20,Delivered,2766.62,NetBanking,87.31,
26223,14891,2025-01-19 14:18:06,Delivered,9012.99,Wallet,24.8,DISC10
26224,4215,2023-07-11 15:02:42,Delivered,9288.77,NetBanking,100.22,
26225,12864,2025-02-20 20:08:12,Delivered,14481.61,NetBanking,30.96,
26226,7352,2024-04-05 08:20:11,Cancelled,306.91,Wallet,75.17,FREESHIP
26227,8658,2023-05-22 17:20:48,Delivered,2263.85,Wallet,131.6,BULK20
26228,1730,2024-12-13 20:41:33,Delivered,12414.34,NetBanking,103.55,BULK20
26229,9619,2023-02-09 22:14:20,Delivered,20638.35,NetBanking,102.31,
26230,11444,2024-05-17 21:54:04,Delivered,12199.98,NetBanking,148.01,DISC10
26231,13883,2023-05-22 06:12:49,Delivered,5279.35,UPI,59.09,WELCOME5
26232,1291,2023-03-05 17:36:21,Delivered,2733.31,Wallet,21.79,BULK20
26233,13511,2024-01-07 22:14:17,Cancelled,7024.02,Debit Card,130.79,
26234,8202,2023-08-29 18:32:08,Delivered,9078.28,Credit Card,10.95,FREESHIP
26235,164,2024-07-05 12:13:32,Delivered,2751.64,Wallet,10.9,
26236,330,2023-01-23 11:44:44,Delivered,5940.88,UPI,119.42,WELCOME5
26237,8683,2024-09-17 16:25:07,Shipped,16210.31,Credit Card,122.49,
26238,2361,2025-06-05 15:12:10,Processing,16550.83,NetBanking,17.06,DISC10
26239,13265,2024-07-10 03:28:04,Delivered,11006.88,Credit Card,89.63,DISC10
26240,1050,2025-07-13 14:15:06,Delivered,5038.3,Credit Card,143.71,
26241,7421,2024-03-24 00:21:38,Delivered,12905.17,NetBanking,102.4,
26242,1708,2023-10-21 13:19:32,Shipped,6084.28,Debit Card,67.59,DISC10
26243,6718,2023-03-28 09:21:20,Delivered,8219.58,Wallet,64.82,DISC10
26244,5589,2023-12-27 07:26:11,Delivered,4962.72,Credit Card,94.74,WELCOME5
26245,1732,2024-09-03 05:20:41,Delivered,4445.26,Debit Card,94.08,DISC10
26246,9201,2025-03-20 23:46:32,Returned,13274.6,Wallet,102.25,BULK20
26247,10165,2023-04-22 13:55:41,Delivered,14516.14,UPI,22.81,
26248,12040,2023-01-26 03:45:53,Delivered,14004.65,UPI,32.67,
26249,9793,2024-09-28 10:21:15,Shipped,2062.14,NetBanking,44.31,FREESHIP
26250,3634,2024-12-27 01:12:30,Delivered,5500.79,Debit Card,124.5,
26251,10452,2025-04-27 08:58:20,Delivered,5166.27,Credit Card,7.0,
26252,8986,2023-10-22 05:41:04,Delivered,6309.99,Wallet,12.24,WELCOME5
26253,4589,2025-07-02 12:41:10,Delivered,16131.09,NetBanking,114.65,DISC10
26254,7599,2023-04-10 17:23:51,Delivered,5719.96,NetBanking,96.87,
26255,12175,2023-05-23 01:32:09,Delivered,10985.95,Debit Card,37.79,
26256,7506,2025-07-18 19:07:42,Delivered,17508.52,Debit Card,29.6,
26257,6167,2024-06-04 02:23:26,Delivered,14453.23,UPI,88.46,WELCOME5
26258,11403,2024-08-13 03:06:49,Shipped,6043.99,NetBanking,116.45,
26259,12317,2023-08-06 00:01:39,Returned,7845.19,NetBanking,130.78,BULK20
26260,12246,2023-10-06 22:50:24,Delivered,10520.6,NetBanking,26.4,
26261,6445,2023-12-28 19:46:20,Delivered,11924.89,UPI,23.85,FREESHIP
26262,14819,2023-11-12 08:54:51,Delivered,4725.93,Wallet,144.46,
26263,4534,2023-03-27 15:55:25,Delivered,16709.37,NetBanking,71.74,
26264,10850,2025-06-19 16:23:54,Delivered,14238.19,Debit Card,28.37,
26265,5782,2025-04-06 16:03:54,Delivered,8005.53,Wallet,29.92,
26266,13394,2024-08-04 00:13:33,Delivered,962.21,Credit Card,3.98,WELCOME5
26267,1141,2024-07-16 13:18:44,Delivered,14925.94,Credit Card,39.24,FREESHIP
26268,14997,2025-01-09 13:04:42,Delivered,16729.38,Credit Card,71.09,WELCOME5
26269,9027,2024-04-18 07:59:10,Delivered,11610.34,Wallet,72.13,FREESHIP
26270,14107,2025-03-10 22:57:19,Delivered,7934.58,Wallet,44.36,
26271,10478,2025-02-13 15:38:56,Delivered,7916.45,Credit Card,139.19,FREESHIP
26272,868,2024-05-18 17:07:21,Delivered,14271.01,NetBanking,48.63,
26273,5484,2024-03-30 23:42:59,Cancelled,6540.41,Wallet,46.77,FREESHIP
26274,8415,2024-03-08 22:04:19,Returned,9591.8,Debit Card,97.25,
26275,7185,2025-06-18 02:43:02,Delivered,2508.24,Wallet,19.33,
26276,6357,2024-04-27 05:19:26,Delivered,1387.06,Wallet,42.58,
26277,10769,2024-11-09 04:43:17,Delivered,14063.48,UPI,101.74,FREESHIP
26278,12186,2023-01-11 10:58:02,Delivered,4908.87,Wallet,93.39,
26279,8731,2024-07-13 19:07:42,Delivered,6648.5,UPI,105.55,WELCOME5
26280,3533,2024-11-30 22:43:23,Delivered,18157.47,Credit Card,127.22,DISC10
26281,10131,2025-05-25 00:22:28,Processing,7344.43,NetBanking,134.87,
26282,1006,2024-08-12 05:33:42,Delivered,2605.3,Credit Card,96.08,FREESHIP
26283,5269,2024-09-20 05:41:50,Delivered,17937.64,UPI,92.89,
26284,7897,2025-08-04 05:56:44,Shipped,12385.77,Debit Card,89.33,BULK20
26285,1488,2024-11-16 02:15:44,Delivered,4233.66,Wallet,133.0,BULK20
26286,1520,2025-04-14 21:21:29,Delivered,4605.61,NetBanking,120.71,
26287,1018,2023-06-04 23:14:19,Returned,11256.56,Debit Card,146.02,
26288,6320,2023-11-16 08:29:33,Delivered,11230.99,Credit Card,52.11,
26289,13174,2023-05-04 11:48:35,Delivered,9466.45,UPI,134.47,WELCOME5
26290,6916,2024-09-16 20:06:20,Delivered,324.4,Wallet,124.88,FREESHIP
26291,7426,2024-03-15 17:31:23,Shipped,19214.56,UPI,79.6,FREESHIP
26292,4393,2023-10-02 06:25:20,Delivered,4756.89,Debit Card,125.21,
26293,7926,2025-04-28 00:07:23,Delivered,22003.56,Credit Card,66.99,DISC10
26294,8190,2024-03-11 07:18:05,Delivered,11810.64,Credit Card,51.65,WELCOME5
26295,12820,2025-07-04 15:25:29,Shipped,12806.42,UPI,68.47,
26296,1110,2024-03-05 01:44:55,Delivered,6733.64,Credit Card,27.84,
26297,11101,2023-12-16 14:44:31,Delivered,4338.94,UPI,142.58,
26298,8490,2025-02-25 09:42:18,Processing,7367.99,NetBanking,18.68,WELCOME5
26299,11984,2023-01-09 16:16:10,Delivered,5133.53,UPI,37.19,
26300,12499,2025-07-30 05:54:37,Delivered,14584.37,UPI,38.5,WELCOME5
26301,14631,2024-11-07 12:26:49,Returned,11651.62,Wallet,84.44,BULK20
26302,9309,2024-04-05 13:51:30,Delivered,5262.38,Credit Card,6.65,
26303,5005,2023-04-07 21:14:29,Delivered,7916.59,Debit Card,146.55,DISC10
26304,12908,2023-10-22 12:11:40,Shipped,17594.84,NetBanking,84.82,BULK20
26305,14672,2024-03-29 08:25:31,Delivered,24157.64,Debit Card,121.87,
26306,1521,2023-09-04 08:26:19,Delivered,24794.23,NetBanking,79.05,DISC10
26307,7161,2025-04-26 19:32:09,Delivered,3013.55,NetBanking,49.41,DISC10
26308,14956,2023-04-30 08:49:20,Delivered,8661.84,UPI,95.28,
26309,12039,2024-02-07 03:05:21,Cancelled,6943.23,Debit Card,90.56,
26310,3984,2023-12-18 02:53:39,Processing,6547.13,Debit Card,7.95,WELCOME5
26311,14245,2025-02-10 02:33:01,Delivered,5975.17,NetBanking,14.45,DISC10
26312,5189,2023-11-11 21:57:58,Delivered,7908.59,NetBanking,80.76,DISC10
26313,3834,2025-05-22 01:02:33,Delivered,5580.53,Credit Card,64.77,
26314,7419,2024-04-21 09:19:39,Delivered,7631.65,UPI,128.28,
26315,2504,2023-06-16 07:54:22,Delivered,9531.91,NetBanking,9.62,WELCOME5
26316,7583,2024-04-21 06:05:42,Delivered,8978.25,NetBanking,5.3,WELCOME5
26317,3482,2023-05-02 08:14:25,Shipped,6713.4,UPI,107.57,BULK20
26318,5317,2024-10-23 15:35:50,Delivered,6527.85,NetBanking,8.94,BULK20
26319,4522,2023-02-06 09:55:05,Delivered,2817.84,NetBanking,128.5,
26320,7949,2025-03-22 10:40:49,Delivered,19566.79,NetBanking,43.54,
26321,5513,2024-11-10 06:39:23,Delivered,6789.69,Debit Card,71.96,
26322,14216,2023-11-29 03:43:52,Delivered,13691.02,Wallet,47.39,
26323,12626,2023-02-12 01:27:13,Delivered,13982.44,Debit Card,134.27,DISC10
26324,13526,2024-08-15 15:36:20,Delivered,12215.01,Debit Card,59.39,DISC10
26325,278,2023-12-11 11:07:16,Delivered,8211.22,Credit Card,53.13,
26326,7088,2024-08-15 07:50:13,Delivered,13293.02,Debit Card,85.93,FREESHIP
26327,9919,2023-10-16 19:17:01,Delivered,4549.83,Debit Card,84.88,BULK20
26328,13456,2023-09-06 09:57:41,Delivered,5767.0,Wallet,110.41,
26329,5924,2023-08-30 18:49:50,Cancelled,9095.31,Credit Card,84.22,
26330,690,2023-07-13 11:50:52,Returned,10281.69,UPI,13.36,
26331,1720,2024-12-18 12:41:58,Delivered,14194.89,Wallet,146.59,
26332,7459,2025-02-20 01:19:34,Delivered,834.16,UPI,54.38,WELCOME5
26333,14294,2024-11-14 14:56:34,Delivered,5285.48,Debit Card,30.95,
26334,13935,2025-07-06 01:51:39,Delivered,495.83,Credit Card,119.75,
26335,8369,2023-06-27 14:20:01,Delivered,2036.99,Wallet,30.84,BULK20
26336,4496,2023-10-26 19:45:01,Delivered,11430.66,Wallet,146.4,BULK20
26337,3909,2024-06-10 17:18:21,Processing,13108.8,UPI,12.88,BULK20
26338,3892,2024-07-18 05:45:15,Delivered,21964.47,Credit Card,28.8,WELCOME5
26339,1218,2024-07-27 21:52:35,Delivered,9240.25,UPI,78.87,WELCOME5
26340,3085,2025-05-21 16:18:41,Delivered,8075.13,Wallet,111.8,WELCOME5
26341,11663,2023-05-02 01:30:12,Shipped,10450.77,UPI,144.51,FREESHIP
26342,7051,2024-06-03 15:40:38,Delivered,640.04,Debit Card,33.08,
26343,983,2023-07-09 06:21:51,Delivered,6439.66,NetBanking,95.21,DISC10
26344,11600,2025-04-03 01:04:40,Shipped,3834.17,NetBanking,100.41,DISC10
26345,846,2023-03-21 11:41:25,Delivered,6709.07,NetBanking,19.59,BULK20
26346,10591,2024-03-29 14:28:36,Delivered,6218.59,UPI,123.85,DISC10
26347,11004,2023-12-26 05:27:07,Delivered,15572.46,Credit Card,116.72,DISC10
26348,5717,2023-11-21 21:31:15,Delivered,15123.07,NetBanking,14.36,FREESHIP
26349,12718,2025-07-25 13:06:48,Shipped,4854.31,Wallet,143.49,DISC10
26350,8116,2024-11-08 22:48:07,Processing,6175.06,NetBanking,50.39,
26351,6275,2024-05-28 13:02:53,Delivered,15996.8,UPI,113.03,BULK20
26352,4829,2024-08-15 19:24:26,Delivered,17377.28,Credit Card,100.98,
26353,9683,2024-08-23 08:29:37,Delivered,1740.22,Debit Card,145.58,BULK20
26354,10967,2023-09-09 18:31:10,Delivered,7954.24,Debit Card,131.91,FREESHIP
26355,13125,2024-11-14 17:25:47,Delivered,5425.68,NetBanking,14.49,
26356,6852,2025-05-25 20:47:11,Delivered,15729.68,UPI,142.64,
26357,1656,2023-06-24 07:41:43,Delivered,7069.29,Wallet,131.3,
26358,7174,2024-12-28 23:45:07,Delivered,6833.22,Debit Card,52.57,
26359,3428,2024-12-31 05:05:24,Processing,6245.98,UPI,90.99,DISC10
26360,6094,2023-02-08 13:30:45,Delivered,11058.61,Credit Card,5.82,BULK20
26361,12623,2023-06-30 10:44:15,Delivered,2686.31,Credit Card,62.06,BULK20
26362,8574,2024-09-08 22:24:33,Shipped,9255.52,Debit Card,52.57,
26363,10739,2024-07-17 07:49:48,Delivered,4446.13,NetBanking,118.0,
26364,4759,2023-06-13 17:46:57,Delivered,1089.62,Wallet,114.09,
26365,311,2024-05-19 16:31:14,Delivered,21782.79,UPI,80.81,BULK20
26366,9919,2023-03-19 10:35:13,Shipped,5145.07,Wallet,19.33,
26367,9700,2025-08-13 03:56:46,Delivered,10810.03,Debit Card,126.5,
26368,8514,2025-02-22 07:21:17,Returned,10628.71,NetBanking,57.45,
26369,1903,2023-10-10 10:16:28,Delivered,12283.48,Wallet,112.07,
26370,2867,2025-03-10 13:14:01,Delivered,8054.38,Wallet,113.06,
26371,948,2023-08-04 15:16:01,Delivered,20449.78,UPI,116.53,
26372,1440,2024-07-27 20:08:43,Delivered,3983.54,Credit Card,78.97,
26373,293,2024-03-24 18:33:54,Delivered,8309.41,Wallet,97.41,FREESHIP
26374,5502,2024-08-14 13:46:26,Delivered,7041.48,NetBanking,49.04,DISC10
26375,3100,2023-02-07 07:06:05,Delivered,850.9,Wallet,10.0,
26376,1702,2023-11-20 12:28:58,Delivered,6386.91,UPI,53.76,DISC10
26377,8876,2025-04-26 02:13:22,Shipped,13746.18,Credit Card,46.33,
26378,11121,2024-01-19 11:03:08,Delivered,9585.36,UPI,55.38,
26379,454,2024-03-15 23:07:49,Processing,8607.39,Wallet,140.14,FREESHIP
26380,7734,2023-02-03 16:34:25,Delivered,2450.38,UPI,44.92,
26381,4987,2025-05-30 19:37:56,Delivered,22538.07,Credit Card,76.84,
26382,6394,2023-05-26 03:24:21,Delivered,11670.33,Credit Card,130.08,WELCOME5
26383,6865,2025-07-26 14:58:44,Delivered,5823.27,UPI,136.4,
26384,14442,2023-04-10 22:32:20,Delivered,18339.43,NetBanking,61.73,BULK20
26385,2484,2024-08-27 05:03:09,Delivered,3681.43,Debit Card,42.4,
26386,5351,2025-05-18 02:50:15,Delivered,3724.91,NetBanking,76.97,FREESHIP
26387,5156,2023-06-13 14:27:05,Cancelled,13014.21,UPI,40.89,DISC10
26388,9307,2024-02-26 00:08:45,Shipped,15078.29,Wallet,61.91,
26389,9031,2024-04-17 08:01:29,Delivered,2187.73,Wallet,68.07,BULK20
26390,6375,2024-04-29 14:05:34,Delivered,11352.04,Debit Card,15.7,WELCOME5
26391,2978,2024-02-17 09:25:57,Shipped,16636.79,Debit Card,61.38,
26392,8554,2024-12-17 06:28:18,Delivered,10982.59,Debit Card,76.34,BULK20
26393,6241,2025-05-06 23:07:59,Delivered,11604.26,NetBanking,15.23,
26394,2048,2024-04-24 13:09:30,Shipped,2236.64,NetBanking,105.86,
26395,5852,2024-01-24 01:57:37,Delivered,11062.59,UPI,106.57,
26396,14982,2024-02-18 18:04:56,Delivered,11226.81,UPI,129.03,
26397,5179,2024-11-04 17:59:43,Delivered,15672.58,NetBanking,121.35,
26398,11722,2024-06-08 08:37:14,Delivered,14366.34,UPI,0.44,
26399,1168,2023-12-01 18:49:01,Returned,6227.97,Credit Card,89.29,WELCOME5
26400,4221,2025-08-17 10:14:39,Delivered,3842.33,Debit Card,42.76,FREESHIP
26401,9198,2023-10-09 03:15:00,Delivered,14098.16,Credit Card,82.2,
26402,14937,2023-09-23 08:56:59,Delivered,6758.72,Credit Card,101.03,BULK20
26403,5084,2025-07-18 03:48:07,Delivered,10265.69,UPI,24.56,
26404,4079,2024-03-15 15:43:49,Delivered,4135.56,Wallet,136.65,
26405,3292,2024-06-24 08:43:20,Delivered,28142.58,UPI,82.9,BULK20
26406,12319,2023-04-21 21:25:47,Delivered,6296.24,Debit Card,133.81,
26407,8701,2023-07-27 01:00:33,Cancelled,21533.0,Debit Card,47.61,
26408,4159,2024-09-17 22:35:30,Cancelled,10758.6,UPI,33.0,BULK20
26409,12607,2024-01-01 19:32:36,Delivered,9902.44,NetBanking,118.32,
26410,13571,2024-08-30 03:57:20,Delivered,6426.12,UPI,79.65,FREESHIP
26411,6889,2023-08-29 06:08:24,Delivered,5281.63,Wallet,27.24,WELCOME5
26412,12601,2024-04-09 09:54:50,Delivered,4822.27,NetBanking,96.08,BULK20
26413,9564,2023-05-26 12:00:17,Delivered,12887.57,Debit Card,83.13,WELCOME5
26414,11728,2023-08-04 08:05:09,Delivered,12386.61,Credit Card,60.95,FREESHIP
26415,1869,2023-01-16 17:17:50,Delivered,11470.3,Credit Card,92.57,
26416,2169,2024-04-14 17:22:24,Delivered,4611.05,UPI,51.23,BULK20
